guest asm,,,,,,,,,,operand encoding (Intel syntax),,,,,,operand types (Intel syntax),,,,,host asm,,,,
name,opcode,vec pfx,prefix,escape,width,dst_w,tuple,mask,misc,E_class,dst_e,src1_e,src2_e,src3_e,src4_e,dst_t,src1_t,src2_t,src3_t,src4_t,asm-> IR function,IR,mult,param,IR->asm
VPMOVZXBQ,0x32,EVEX,PFX_66,ESC_0F38,WIG,W_64,OctMem,MASK_FULL,,E5,rG,rmE,,,,Ity_V256,Ity_I32,,,,NULL,Iop_8Uto64,4,,LEGACY
VPMOVZXBQ,0x32,EVEX,PFX_66,ESC_0F38,WIG,W_64,OctMem,MASK_FULL,,E5,rG,rmE,,,,Ity_V512,Ity_I64,,,,NULL,Iop_8Uto64,8,,LEGACY
VPMOVQB,0x32,EVEX,PFX_F3,ESC_0F38,W0,W_8,OctMem,MASK_FULL,,E6,rmE,rG,,,,Ity_I16,Ity_V128,,,,NULL,Iop_64to8,2,,LEGACY
VPMOVQB,0x32,EVEX,PFX_F3,ESC_0F38,W0,W_8,OctMem,MASK_FULL,,E6,rmE,rG,,,,Ity_I32,Ity_V256,,,,NULL,Iop_64to8,4,,LEGACY
VPMOVQB,0x32,EVEX,PFX_F3,ESC_0F38,W0,W_8,OctMem,MASK_FULL,,E6,rmE,rG,,,,Ity_I64,Ity_V512,,,,NULL,Iop_64to8,8,,LEGACY
KSHIFTLD,0x33,VEX,PFX_66,ESC_0F3A,W0,W_32,NoTupleType,MASK_NONE,,,kG,kE,imm8,,,Ity_I32,Ity_I32,Ity_I8,,,m_kShiftL,Iop_INVALID,,,
KSHIFTLQ,0x33,VEX,PFX_66,ESC_0F3A,W1,W_64,NoTupleType,MASK_NONE,,,kG,kE,imm8,,,Ity_I64,Ity_I64,Ity_I8,,,m_kShiftL,Iop_INVALID,,,
VPMOVZXWD,0x33,EVEX,PFX_66,ESC_0F38,WIG,W_32,HalfMem,MASK_FULL,,E5,rG,rmE,,,,Ity_V128,Ity_I64,,,,NULL,Iop_16Uto32,4,,LEGACY
VPMOVZXWD,0x33,EVEX,PFX_66,ESC_0F38,WIG,W_32,HalfMem,MASK_FULL,,E5,rG,rmE,,,,Ity_V256,Ity_V128,,,,NULL,Iop_16Uto32,8,,LEGACY
VPMOVZXWD,0x33,EVEX,PFX_66,ESC_0F38,WIG,W_32,HalfMem,MASK_FULL,,E5,rG,rmE,,,,Ity_V512,Ity_V256,,,,NULL,Iop_16Uto32,16,,LEGACY
VPMOVDW,0x33,EVEX,PFX_F3,ESC_0F38,W0,W_16,HalfMem,MASK_FULL,,E6,rmE,rG,,,,Ity_I64,Ity_V128,,,,NULL,Iop_32to16,4,,LEGACY
VPMOVDW,0x33,EVEX,PFX_F3,ESC_0F38,W0,W_16,HalfMem,MASK_FULL,,E6,rmE,rG,,,,Ity_V128,Ity_V256,,,,NULL,Iop_32to16,8,,LEGACY
VPMOVDW,0x33,EVEX,PFX_F3,ESC_0F38,W0,W_16,HalfMem,MASK_FULL,,E6,rmE,rG,,,,Ity_V256,Ity_V512,,,,NULL,Iop_32to16,16,,LEGACY
VPMOVZXWQ,0x34,EVEX,PFX_66,ESC_0F38,WIG,W_64,QuarterMem,MASK_FULL,,E5,rG,rmE,,,,Ity_V128,Ity_I32,,,,NULL,Iop_16Uto64,2,,LEGACY
VPMOVZXWQ,0x34,EVEX,PFX_66,ESC_0F38,WIG,W_64,QuarterMem,MASK_FULL,,E5,rG,rmE,,,,Ity_V256,Ity_I64,,,,NULL,Iop_16Uto64,4,,LEGACY
VPMOVZXWQ,0x34,EVEX,PFX_66,ESC_0F38,WIG,W_64,QuarterMem,MASK_FULL,,E5,rG,rmE,,,,Ity_V512,Ity_V128,,,,NULL,Iop_16Uto64,8,,LEGACY
VPMOVQW,0x34,EVEX,PFX_F3,ESC_0F38,W0,W_16,QuarterMem,MASK_FULL,,E6,rmE,rG,,,,Ity_I32,Ity_V128,,,,NULL,Iop_64to16,2,,LEGACY
VPMOVQW,0x34,EVEX,PFX_F3,ESC_0F38,W0,W_16,QuarterMem,MASK_FULL,,E6,rmE,rG,,,,Ity_I64,Ity_V256,,,,NULL,Iop_64to16,4,,LEGACY
VPMOVQW,0x34,EVEX,PFX_F3,ESC_0F38,W0,W_16,QuarterMem,MASK_FULL,,E6,rmE,rG,,,,Ity_V128,Ity_V512,,,,NULL,Iop_64to16,8,,LEGACY
VPMOVZXDQ,0x35,EVEX,PFX_66,ESC_0F38,W0,W_64,HalfMem,MASK_FULL,,E5,rG,rmE,,,,Ity_V128,Ity_I64,,,,NULL,Iop_32Uto64,2,,LEGACY
VPMOVZXDQ,0x35,EVEX,PFX_66,ESC_0F38,W0,W_64,HalfMem,MASK_FULL,,E5,rG,rmE,,,,Ity_V256,Ity_V128,,,,NULL,Iop_32Uto64,4,,LEGACY
VPMOVZXDQ,0x35,EVEX,PFX_66,ESC_0F38,W0,W_64,HalfMem,MASK_FULL,,E5,rG,rmE,,,,Ity_V512,Ity_V256,,,,NULL,Iop_32Uto64,8,,LEGACY
VPMOVQD,0x35,EVEX,PFX_F3,ESC_0F38,W0,W_32,HalfMem,MASK_FULL,,E6,rmE,rG,,,,Ity_I64,Ity_V128,,,,NULL,Iop_64to32,2,,LEGACY
VPMOVQD,0x35,EVEX,PFX_F3,ESC_0F38,W0,W_32,HalfMem,MASK_FULL,,E6,rmE,rG,,,,Ity_V128,Ity_V256,,,,NULL,Iop_64to32,4,,LEGACY
VPMOVQD,0x35,EVEX,PFX_F3,ESC_0F38,W0,W_32,HalfMem,MASK_FULL,,E6,rmE,rG,,,,Ity_V256,Ity_V512,,,,NULL,Iop_64to32,8,,LEGACY
VPERMD,0x36,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E4NF,rG,rmE,rV,,,Ity_V256,Ity_V256,Ity_V256,,,NULL,Iop_Perm32x8,1,,LEGACY
VPERMD,0x36,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E4NF,rG,rV,rmE,,,Ity_V512,Ity_V512,Ity_V512,,,NULL,Iop_Perm32x16,1,,DEFAULT
VPERMQ,0x36,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E4NF,rG,rV,rmE,,,Ity_V256,Ity_V256,Ity_V256,,,NULL,Iop_Perm64x4,1,,DEFAULT
VPERMQ,0x36,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E4NF,rG,rV,rmE,,,Ity_V512,Ity_V512,Ity_V512,,,NULL,Iop_Perm64x8,1,,DEFAULT
VPCMPGTQ,0x37,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_ZERO,,E4,kG,kG,rmE,rV,,Ity_I64,Ity_I64,Ity_V128,Ity_V128,,NULL,Iop_Cmp64Sx2,1,1,DEFAULT
VPCMPGTQ,0x37,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_ZERO,,E4,kG,kG,rmE,rV,,Ity_I64,Ity_I64,Ity_V256,Ity_V256,,NULL,Iop_Cmp64Sx4,1,1,DEFAULT
VPCMPGTQ,0x37,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_ZERO,,E4,kG,kG,rmE,rV,,Ity_I64,Ity_I64,Ity_V512,Ity_V512,,NULL,Iop_Cmp64Sx8,1,1,DEFAULT
VPMINSB,0x38,EVEX,PFX_66,ESC_0F38,WIG,W_8,FullVectorMem,MASK_FULL,,E4nb,rG,rV,rmE,,,Ity_V128,Ity_V128,Ity_V128,,,NULL,Iop_Min8Sx16,1,,LEGACY
VPMINSB,0x38,EVEX,PFX_66,ESC_0F38,WIG,W_8,FullVectorMem,MASK_FULL,,E4nb,rG,rV,rmE,,,Ity_V256,Ity_V256,Ity_V256,,,NULL,Iop_Min8Sx32,1,,LEGACY
VPMINSB,0x38,EVEX,PFX_66,ESC_0F38,WIG,W_8,FullVectorMem,MASK_FULL,,E4nb,rG,rV,rmE,,,Ity_V512,Ity_V512,Ity_V512,,,NULL,Iop_Min8Sx32,2,,LEGACY
VINSERTI32x4,0x38,EVEX,PFX_66,ESC_0F3A,W0,W_32,Tuple4,MASK_FULL,,E6NF,rG,rV,rmE,imm8,,Ity_V256,Ity_V256,Ity_V128,Ity_I8,,m_INSERT_128,Iop_INVALID,1,,
VINSERTI32x4,0x38,EVEX,PFX_66,ESC_0F3A,W0,W_32,Tuple4,MASK_FULL,,E6NF,rG,rV,rmE,imm8,,Ity_V512,Ity_V512,Ity_V128,Ity_I8,,m_INSERT_128,Iop_INVALID,1,,
VINSERTI64x2,0x38,EVEX,PFX_66,ESC_0F3A,W1,W_64,Tuple2,MASK_FULL,,E6NF,rG,rV,rmE,imm8,,Ity_V256,Ity_V256,Ity_V128,Ity_I8,,m_INSERT_128,Iop_INVALID,1,,
VINSERTI64x2,0x38,EVEX,PFX_66,ESC_0F3A,W1,W_64,Tuple2,MASK_FULL,,E6NF,rG,rV,rmE,imm8,,Ity_V512,Ity_V512,Ity_V128,Ity_I8,,m_INSERT_128,Iop_INVALID,1,,
VPMOVM2D,0x38,EVEX,PFX_F3,ESC_0F38,W0,W_8,NoTupleType,MASK_NONE,,E7NM,rG,kE,,,,Ity_V128,Ity_I64,,,,NULL,Iop_ExpandBitsToV128,,2,DEFAULT
VPMOVM2D,0x38,EVEX,PFX_F3,ESC_0F38,W0,W_8,NoTupleType,MASK_NONE,,E7NM,rG,kE,,,,Ity_V256,Ity_I64,,,,NULL,Iop_ExpandBitsToV256,,2,DEFAULT
VPMOVM2D,0x38,EVEX,PFX_F3,ESC_0F38,W0,W_8,NoTupleType,MASK_NONE,,E7NM,rG,kE,,,,Ity_V512,Ity_I64,,,,NULL,Iop_ExpandBitsToV512,,2,DEFAULT
VPMOVM2Q,0x38,EVEX,PFX_F3,ESC_0F38,W1,W_16,NoTupleType,MASK_NONE,,E7NM,rG,kE,,,,Ity_V128,Ity_I64,,,,NULL,Iop_ExpandBitsToV128,,3,DEFAULT
VPMOVM2Q,0x38,EVEX,PFX_F3,ESC_0F38,W1,W_16,NoTupleType,MASK_NONE,,E7NM,rG,kE,,,,Ity_V256,Ity_I64,,,,NULL,Iop_ExpandBitsToV256,,3,DEFAULT
VPMOVM2Q,0x38,EVEX,PFX_F3,ESC_0F38,W1,W_16,NoTupleType,MASK_NONE,,E7NM,rG,kE,,,,Ity_V512,Ity_I64,,,,NULL,Iop_ExpandBitsToV512,,3,DEFAULT
VPMINSD,0x39,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V128,Ity_V128,Ity_V128,,,NULL,Iop_Min32Sx4,1,,LEGACY
VPMINSD,0x39,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V256,Ity_V256,Ity_V256,,,NULL,Iop_Min32Sx8,1,,LEGACY
VPMINSD,0x39,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V512,Ity_V512,Ity_V512,,,NULL,Iop_Min32Sx8,2,,LEGACY
VPMINSQ,0x39,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V128,Ity_V128,Ity_V128,,,NULL,Iop_Min64Sx8,-4,,DEFAULT
VPMINSQ,0x39,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V256,Ity_V256,Ity_V256,,,NULL,Iop_Min64Sx8,-2,,DEFAULT
VPMINSQ,0x39,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V512,Ity_V512,Ity_V512,,,NULL,Iop_Min64Sx8,1,,DEFAULT
VEXTRACTI32x4,0x39,EVEX,PFX_66,ESC_0F3A,W0,W_32,Tuple4,MASK_FULL,,E6NF,rmE,rG,imm8,,,Ity_V128,Ity_V256,Ity_I8,,,m_EXTRACT_128,Iop_INVALID,1,,
VEXTRACTI32x4,0x39,EVEX,PFX_66,ESC_0F3A,W0,W_32,Tuple4,MASK_FULL,,E6NF,rmE,rG,imm8,,,Ity_V128,Ity_V512,Ity_I8,,,m_EXTRACT_128,Iop_INVALID,1,,
VEXTRACTI64x2,0x39,EVEX,PFX_66,ESC_0F3A,W1,W_64,Tuple2,MASK_FULL,,E6NF,rmE,rG,imm8,,,Ity_V128,Ity_V256,Ity_I8,,,m_EXTRACT_128,Iop_INVALID,1,,
VEXTRACTI64x2,0x39,EVEX,PFX_66,ESC_0F3A,W1,W_64,Tuple2,MASK_FULL,,E6NF,rmE,rG,imm8,,,Ity_V128,Ity_V512,Ity_I8,,,m_EXTRACT_128,Iop_INVALID,1,,
VPMOVD2M,0x39,EVEX,PFX_F3,ESC_0F38,W0,W_32,NoTupleType,MASK_NONE,,E7NM,kG,rE,,,,Ity_I64,Ity_V128,,,,m_VPMOVD2M,Iop_INVALID,1,0,
VPMOVD2M,0x39,EVEX,PFX_F3,ESC_0F38,W0,W_32,NoTupleType,MASK_NONE,,E7NM,kG,rE,,,,Ity_I64,Ity_V256,,,,m_VPMOVD2M,Iop_INVALID,1,1,
VPMOVD2M,0x39,EVEX,PFX_F3,ESC_0F38,W0,W_32,NoTupleType,MASK_NONE,,E7NM,kG,rE,,,,Ity_I64,Ity_V512,,,,m_VPMOVD2M,Iop_INVALID,1,2,
VPMOVQ2M,0x39,EVEX,PFX_F3,ESC_0F38,W1,W_64,NoTupleType,MASK_NONE,,E7NM,kG,rE,,,,Ity_I64,Ity_V128,,,,m_VPMOVQ2M,Iop_INVALID,1,0,
VPMOVQ2M,0x39,EVEX,PFX_F3,ESC_0F38,W1,W_64,NoTupleType,MASK_NONE,,E7NM,kG,rE,,,,Ity_I64,Ity_V256,,,,m_VPMOVQ2M,Iop_INVALID,1,1,
VPMOVQ2M,0x39,EVEX,PFX_F3,ESC_0F38,W1,W_64,NoTupleType,MASK_NONE,,E7NM,kG,rE,,,,Ity_I64,Ity_V512,,,,m_VPMOVQ2M,Iop_INVALID,1,2,
VPMINUW,0x3A,EVEX,PFX_66,ESC_0F38,WIG,W_16,FullVectorMem,MASK_FULL,,E4nb,rG,rV,rmE,,,Ity_V128,Ity_V128,Ity_V128,,,NULL,Iop_Min16Ux8,1,,LEGACY
VPMINUW,0x3A,EVEX,PFX_66,ESC_0F38,WIG,W_16,FullVectorMem,MASK_FULL,,E4nb,rG,rV,rmE,,,Ity_V256,Ity_V256,Ity_V256,,,NULL,Iop_Min16Ux16,1,,LEGACY
VPMINUW,0x3A,EVEX,PFX_66,ESC_0F38,WIG,W_16,FullVectorMem,MASK_FULL,,E4nb,rG,rV,rmE,,,Ity_V512,Ity_V512,Ity_V512,,,NULL,Iop_Min16Ux16,2,,LEGACY
VINSERTI32x8,0x3A,EVEX,PFX_66,ESC_0F3A,W0,W_32,Tuple8,MASK_FULL,,E6NF,rG,rV,rmE,imm8,,Ity_V512,Ity_V512,Ity_V256,Ity_I8,,m_INSERT_256,Iop_INVALID,1,,
VINSERTI64x4,0x3A,EVEX,PFX_66,ESC_0F3A,W1,W_64,Tuple4,MASK_FULL,,E6NF,rG,rV,rmE,imm8,,Ity_V512,Ity_V512,Ity_V256,Ity_I8,,m_INSERT_256,Iop_INVALID,1,,
VPBROADCASTMW2D,0x3A,EVEX,PFX_F3,ESC_0F38,W0,W_32,NoTupleType,MASK_NONE,,E6NF,rG,kE,,,,Ity_V128,Ity_I64,,,,m_BROADCASTMW2D,Iop_INVALID,,4,
VPBROADCASTMW2D,0x3A,EVEX,PFX_F3,ESC_0F38,W0,W_32,NoTupleType,MASK_NONE,,E6NF,rG,kE,,,,Ity_V256,Ity_I64,,,,m_BROADCASTMW2D,Iop_INVALID,,8,
VPBROADCASTMW2D,0x3A,EVEX,PFX_F3,ESC_0F38,W0,W_32,NoTupleType,MASK_NONE,,E6NF,rG,kE,,,,Ity_V512,Ity_I64,,,,m_BROADCASTMW2D,Iop_INVALID,,16,
VPMINUD,0x3B,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V128,Ity_V128,Ity_V128,,,NULL,Iop_Min32Ux4,1,,LEGACY
VPMINUD,0x3B,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V256,Ity_V256,Ity_V256,,,NULL,Iop_Min32Ux8,1,,LEGACY
VPMINUD,0x3B,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V512,Ity_V512,Ity_V512,,,NULL,Iop_Min32Ux8,2,,LEGACY
VPMINUQ,0x3B,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V128,Ity_V128,Ity_V128,,,NULL,Iop_Min64Ux8,-4,,DEFAULT
VPMINUQ,0x3B,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V256,Ity_V256,Ity_V256,,,NULL,Iop_Min64Ux8,-2,,DEFAULT
VPMINUQ,0x3B,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V512,Ity_V512,Ity_V512,,,NULL,Iop_Min64Ux8,1,,DEFAULT
VEXTRACTI32x8,0x3B,EVEX,PFX_66,ESC_0F3A,W0,W_32,Tuple8,MASK_FULL,,E6NF,rmE,rG,imm8,,,Ity_V256,Ity_V512,Ity_I8,,,m_EXTRACT_256,Iop_INVALID,1,,
VEXTRACTI64x4,0x3B,EVEX,PFX_66,ESC_0F3A,W1,W_64,Tuple4,MASK_FULL,,E6NF,rmE,rG,imm8,,,Ity_V256,Ity_V512,Ity_I8,,,m_EXTRACT_256,Iop_INVALID,1,,
VPMAXSB,0x3C,EVEX,PFX_66,ESC_0F38,WIG,W_8,FullVectorMem,MASK_FULL,,E4nb,rG,rV,rmE,,,Ity_V128,Ity_V128,Ity_V128,,,NULL,Iop_Max8Sx16,1,,LEGACY
VPMAXSB,0x3C,EVEX,PFX_66,ESC_0F38,WIG,W_8,FullVectorMem,MASK_FULL,,E4nb,rG,rV,rmE,,,Ity_V256,Ity_V256,Ity_V256,,,NULL,Iop_Max8Sx32,1,,LEGACY
VPMAXSB,0x3C,EVEX,PFX_66,ESC_0F38,WIG,W_8,FullVectorMem,MASK_FULL,,E4nb,rG,rV,rmE,,,Ity_V512,Ity_V512,Ity_V512,,,NULL,Iop_Max8Sx32,2,,LEGACY
VPMAXSD,0x3D,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V128,Ity_V128,Ity_V128,,,NULL,Iop_Max32Sx4,1,,LEGACY
VPMAXSD,0x3D,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V256,Ity_V256,Ity_V256,,,NULL,Iop_Max32Sx8,1,,LEGACY
VPMAXSD,0x3D,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V512,Ity_V512,Ity_V512,,,NULL,Iop_Max32Sx8,2,,LEGACY
VPMAXSQ,0x3D,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V128,Ity_V128,Ity_V128,,,NULL,Iop_Max64Sx8,-4,,DEFAULT
VPMAXSQ,0x3D,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V256,Ity_V256,Ity_V256,,,NULL,Iop_Max64Sx8,-2,,DEFAULT
VPMAXSQ,0x3D,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V512,Ity_V512,Ity_V512,,,NULL,Iop_Max64Sx8,1,,DEFAULT
VPCMPUB,0x3E,EVEX,PFX_66,ESC_0F3A,W0,W_8,FullVectorMem,MASK_ZERO,,E4nb,kG,kG,rV,rmE,imm8,Ity_I64,Ity_I64,Ity_V128,Ity_V128,Ity_I8,NULL,Iop_Cmp8Ux16,1,,DEFAULT
VPCMPUB,0x3E,EVEX,PFX_66,ESC_0F3A,W0,W_8,FullVectorMem,MASK_ZERO,,E4nb,kG,kG,rV,rmE,imm8,Ity_I64,Ity_I64,Ity_V256,Ity_V256,Ity_I8,NULL,Iop_Cmp8Ux32,1,,DEFAULT
VPCMPUB,0x3E,EVEX,PFX_66,ESC_0F3A,W0,W_8,FullVectorMem,MASK_ZERO,,E4nb,kG,kG,rV,rmE,imm8,Ity_I64,Ity_I64,Ity_V512,Ity_V512,Ity_I8,NULL,Iop_Cmp8Ux64,1,,DEFAULT
VPCMPUW,0x3E,EVEX,PFX_66,ESC_0F3A,W1,W_8,FullVectorMem,MASK_ZERO,,E4nb,kG,kG,rV,rmE,imm8,Ity_I64,Ity_I64,Ity_V128,Ity_V128,Ity_I8,NULL,Iop_Cmp16Ux8,1,,DEFAULT
VPCMPUW,0x3E,EVEX,PFX_66,ESC_0F3A,W1,W_8,FullVectorMem,MASK_ZERO,,E4nb,kG,kG,rV,rmE,imm8,Ity_I64,Ity_I64,Ity_V256,Ity_V256,Ity_I8,NULL,Iop_Cmp16Ux16,1,,DEFAULT
VPCMPUW,0x3E,EVEX,PFX_66,ESC_0F3A,W1,W_8,FullVectorMem,MASK_ZERO,,E4nb,kG,kG,rV,rmE,imm8,Ity_I64,Ity_I64,Ity_V512,Ity_V512,Ity_I8,NULL,Iop_Cmp16Ux32,1,,DEFAULT
VPMAXUW,0x3E,EVEX,PFX_66,ESC_0F38,WIG,W_16,FullVectorMem,MASK_FULL,,E4nb,rG,rV,rmE,,,Ity_V128,Ity_V128,Ity_V128,,,NULL,Iop_Max16Ux8,1,,LEGACY
VPMAXUW,0x3E,EVEX,PFX_66,ESC_0F38,WIG,W_16,FullVectorMem,MASK_FULL,,E4nb,rG,rV,rmE,,,Ity_V256,Ity_V256,Ity_V256,,,NULL,Iop_Max16Ux16,1,,LEGACY
VPMAXUW,0x3E,EVEX,PFX_66,ESC_0F38,WIG,W_16,FullVectorMem,MASK_FULL,,E4nb,rG,rV,rmE,,,Ity_V512,Ity_V512,Ity_V512,,,NULL,Iop_Max16Ux16,2,,LEGACY
VPCMPB,0x3F,EVEX,PFX_66,ESC_0F3A,W0,W_8,FullVectorMem,MASK_ZERO,,E4nb,kG,kG,rV,rmE,imm8,Ity_I64,Ity_I64,Ity_V128,Ity_V128,Ity_I8,NULL,Iop_Cmp8Sx16,1,,DEFAULT
VPCMPB,0x3F,EVEX,PFX_66,ESC_0F3A,W0,W_8,FullVectorMem,MASK_ZERO,,E4nb,kG,kG,rV,rmE,imm8,Ity_I64,Ity_I64,Ity_V256,Ity_V256,Ity_I8,NULL,Iop_Cmp8Sx32,1,,DEFAULT
VPCMPB,0x3F,EVEX,PFX_66,ESC_0F3A,W0,W_8,FullVectorMem,MASK_ZERO,,E4nb,kG,kG,rV,rmE,imm8,Ity_I64,Ity_I64,Ity_V512,Ity_V512,Ity_I8,NULL,Iop_Cmp8Sx64,1,,DEFAULT
VPCMPW,0x3F,EVEX,PFX_66,ESC_0F3A,W1,W_8,FullVectorMem,MASK_ZERO,,E4nb,kG,kG,rV,rmE,imm8,Ity_I64,Ity_I64,Ity_V128,Ity_V128,Ity_I8,NULL,Iop_Cmp16Sx8,1,,DEFAULT
VPCMPW,0x3F,EVEX,PFX_66,ESC_0F3A,W1,W_8,FullVectorMem,MASK_ZERO,,E4nb,kG,kG,rV,rmE,imm8,Ity_I64,Ity_I64,Ity_V256,Ity_V256,Ity_I8,NULL,Iop_Cmp16Sx16,1,,DEFAULT
VPCMPW,0x3F,EVEX,PFX_66,ESC_0F3A,W1,W_8,FullVectorMem,MASK_ZERO,,E4nb,kG,kG,rV,rmE,imm8,Ity_I64,Ity_I64,Ity_V512,Ity_V512,Ity_I8,NULL,Iop_Cmp16Sx32,1,,DEFAULT
VPMAXUD,0x3F,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V128,Ity_V128,Ity_V128,,,NULL,Iop_Max32Ux4,1,,LEGACY
VPMAXUD,0x3F,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V256,Ity_V256,Ity_V256,,,NULL,Iop_Max32Ux8,1,,LEGACY
VPMAXUD,0x3F,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V512,Ity_V512,Ity_V512,,,NULL,Iop_Max32Ux8,2,,LEGACY
VPMAXUQ,0x3F,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V128,Ity_V128,Ity_V128,,,NULL,Iop_Max64Ux8,-4,,DEFAULT
VPMAXUQ,0x3F,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V256,Ity_V256,Ity_V256,,,NULL,Iop_Max64Ux8,-2,,DEFAULT
VPMAXUQ,0x3F,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V512,Ity_V512,Ity_V512,,,NULL,Iop_Max64Ux8,1,,DEFAULT
VPMULLD,0x40,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V128,Ity_V128,Ity_V128,,,NULL,Iop_Mul32x4,1,,LEGACY
VPMULLD,0x40,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V256,Ity_V256,Ity_V256,,,NULL,Iop_Mul32x8,1,,LEGACY
VPMULLD,0x40,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V512,Ity_V512,Ity_V512,,,NULL,Iop_Mul32x8,2,,LEGACY
VPMULLQ,0x40,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V128,Ity_V128,Ity_V128,,,NULL,Iop_Mul64,2,,LEGACY
VPMULLQ,0x40,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V256,Ity_V256,Ity_V256,,,NULL,Iop_Mul64,4,,LEGACY
VPMULLQ,0x40,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_FULL,,E4,rG,rV,rmE,,,Ity_V512,Ity_V512,Ity_V512,,,NULL,Iop_Mul64,8,,LEGACY
KANDW,0x41,VEX,PFX_NA,ESC_0F,W0,W_16,NoTupleType,MASK_NONE,,,kG,kV,kE,,,Ity_I16,Ity_I16,Ity_I16,,,NULL,Iop_And16,,,LEGACY
KANDQ,0x41,VEX,PFX_NA,ESC_0F,W1,W_64,NoTupleType,MASK_NONE,,,kG,kV,kE,,,Ity_I64,Ity_I64,Ity_I64,,,NULL,Iop_And64,,,LEGACY
KANDB,0x41,VEX,PFX_66,ESC_0F,W0,W_8,NoTupleType,MASK_NONE,,,kG,kV,kE,,,Ity_I8,Ity_I8,Ity_I8,,,NULL,Iop_And8,,,LEGACY
KANDD,0x41,VEX,PFX_66,ESC_0F,W1,W_32,NoTupleType,MASK_NONE,,,kG,kV,kE,,,Ity_I32,Ity_I32,Ity_I32,,,NULL,Iop_And32,,,LEGACY
