guest asm,,,,,,,,,,operand encoding (Intel syntax),,,,,,operand types (Intel syntax),,,,,host asm,,,,
name,opcode,vec pfx,prefix,escape,width,dst_w,tuple,mask,misc,E_class,dst_e,src1_e,src2_e,src3_e,src4_e,dst_t,src1_t,src2_t,src3_t,src4_t,asm-> IR function,IR,mult,param,IR->asm
VP2INTERSECTQ,0x68,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_NONE,,,kG,rV,rmE,,,Ity_I8,Ity_V256,Ity_V256,,,NULL,Iop_INVALID,,,
VP2INTERSECTQ,0x68,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVector,MASK_NONE,,,kG,rV,rmE,,,Ity_I8,Ity_V512,Ity_V512,,,NULL,Iop_INVALID,,,
VPUNPCKHWD,0x69,EVEX,PFX_66,ESC_0F,WIG,W_16,FullVectorMem,MASK_FULL,,E4NFnb,rG,rmE,rV,,,Ity_V128,Ity_V128,Ity_V128,,,NULL,Iop_InterleaveHI16x8,1,,LEGACY
VPUNPCKHWD,0x69,EVEX,PFX_66,ESC_0F,WIG,W_16,FullVectorMem,MASK_FULL,,E4NFnb,rG,rmE,rV,,,Ity_V256,Ity_V256,Ity_V256,,,NULL,Iop_InterleaveHI16x8,2,,LEGACY
VPUNPCKHWD,0x69,EVEX,PFX_66,ESC_0F,WIG,W_16,FullVectorMem,MASK_FULL,,E4NFnb,rG,rmE,rV,,,Ity_V512,Ity_V512,Ity_V512,,,NULL,Iop_InterleaveHI16x8,4,,LEGACY
VPUNPCKHDQ,0x6A,EVEX,PFX_66,ESC_0F,W0,W_32,FullVector,MASK_FULL,,E4NF,rG,rmE,rV,,,Ity_V128,Ity_V128,Ity_V128,,,NULL,Iop_InterleaveHI32x4,1,,LEGACY
VPUNPCKHDQ,0x6A,EVEX,PFX_66,ESC_0F,W0,W_32,FullVector,MASK_FULL,,E4NF,rG,rmE,rV,,,Ity_V256,Ity_V256,Ity_V256,,,NULL,Iop_InterleaveHI32x4,2,,LEGACY
VPUNPCKHDQ,0x6A,EVEX,PFX_66,ESC_0F,W0,W_32,FullVector,MASK_FULL,,E4NF,rG,rmE,rV,,,Ity_V512,Ity_V512,Ity_V512,,,NULL,Iop_InterleaveHI32x4,4,,LEGACY
VPACKSSDW,0x6B,EVEX,PFX_66,ESC_0F,WIG,W_16,FullVectorMem,MASK_FULL,,E4NF,rG,rmE,rV,,,Ity_V128,Ity_V128,Ity_V128,,,NULL,Iop_QNarrowBin32Sto16Sx8,1,,LEGACY
VPACKSSDW,0x6B,EVEX,PFX_66,ESC_0F,WIG,W_16,FullVectorMem,MASK_FULL,,E4NF,rG,rmE,rV,,,Ity_V256,Ity_V256,Ity_V256,,,NULL,Iop_QNarrowBin32Sto16Sx8,2,,LEGACY
VPACKSSDW,0x6B,EVEX,PFX_66,ESC_0F,WIG,W_16,FullVectorMem,MASK_FULL,,E4NF,rG,rmE,rV,,,Ity_V512,Ity_V512,Ity_V512,,,NULL,Iop_QNarrowBin32Sto16Sx8,4,,LEGACY
VPUNPCKLQDQ,0x6C,EVEX,PFX_66,ESC_0F,W1,W_64,FullVector,MASK_FULL,,E4NF,rG,rmE,rV,,,Ity_V128,Ity_V128,Ity_V128,,,NULL,Iop_InterleaveLO64x2,1,,LEGACY
VPUNPCKLQDQ,0x6C,EVEX,PFX_66,ESC_0F,W1,W_64,FullVector,MASK_FULL,,E4NF,rG,rmE,rV,,,Ity_V256,Ity_V256,Ity_V256,,,NULL,Iop_InterleaveLO64x2,2,,LEGACY
VPUNPCKLQDQ,0x6C,EVEX,PFX_66,ESC_0F,W1,W_64,FullVector,MASK_FULL,,E4NF,rG,rmE,rV,,,Ity_V512,Ity_V512,Ity_V512,,,NULL,Iop_InterleaveLO64x2,4,,LEGACY
VPUNPCKHQDQ,0x6D,EVEX,PFX_66,ESC_0F,W1,W_64,FullVector,MASK_FULL,,E4NF,rG,rmE,rV,,,Ity_V128,Ity_V128,Ity_V128,,,NULL,Iop_InterleaveHI64x2,1,,LEGACY
VPUNPCKHQDQ,0x6D,EVEX,PFX_66,ESC_0F,W1,W_64,FullVector,MASK_FULL,,E4NF,rG,rmE,rV,,,Ity_V256,Ity_V256,Ity_V256,,,NULL,Iop_InterleaveHI64x2,2,,LEGACY
VPUNPCKHQDQ,0x6D,EVEX,PFX_66,ESC_0F,W1,W_64,FullVector,MASK_FULL,,E4NF,rG,rmE,rV,,,Ity_V512,Ity_V512,Ity_V512,,,NULL,Iop_InterleaveHI64x2,4,,LEGACY
VMOVD,0x6E,EVEX,PFX_66,ESC_0F,W0,W_32,Tuple1Scalar,MASK_NONE,,E9NF,rG,imE,,,,Ity_V128,Ity_I32,,,,NULL,Iop_32UtoV128,,,LEGACY
VMOVQ,0x6E,EVEX,PFX_66,ESC_0F,W1,W_64,Tuple1Scalar,MASK_NONE,,E9NF,rG,imE,,,,Ity_V128,Ity_I64,,,,NULL,Iop_64UtoV128,,,LEGACY
VMOVDQA64,0x6F,EVEX,PFX_66,ESC_0F,W1,W_64,FullVectorMem,MASK_FULL,,E1,rG,rmE,,,,Ity_V128,Ity_V128,,,,m_Copy,Iop_INVALID,,,
VMOVDQA64,0x6F,EVEX,PFX_66,ESC_0F,W1,W_64,FullVectorMem,MASK_FULL,,E1,rG,rmE,,,,Ity_V256,Ity_V256,,,,m_Copy,Iop_INVALID,,,
VMOVDQA64,0x6F,EVEX,PFX_66,ESC_0F,W1,W_64,FullVectorMem,MASK_FULL,,E1,rG,rmE,,,,Ity_V512,Ity_V512,,,,m_Copy,Iop_INVALID,,,
VMOVDQA32,0x6F,EVEX,PFX_66,ESC_0F,W0,W_32,FullVectorMem,MASK_FULL,,E1,rG,rmE,,,,Ity_V128,Ity_V128,,,,m_Copy,Iop_INVALID,,,
VMOVDQA32,0x6F,EVEX,PFX_66,ESC_0F,W0,W_32,FullVectorMem,MASK_FULL,,E1,rG,rmE,,,,Ity_V256,Ity_V256,,,,m_Copy,Iop_INVALID,,,
VMOVDQA32,0x6F,EVEX,PFX_66,ESC_0F,W0,W_32,FullVectorMem,MASK_FULL,,E1,rG,rmE,,,,Ity_V512,Ity_V512,,,,m_Copy,Iop_INVALID,,,
VMOVDQU8,0x6F,EVEX,PFX_F2,ESC_0F,W0,W_8,FullVectorMem,MASK_FULL,,E4nb,rG,rmE,,,,Ity_V128,Ity_V128,,,,m_Copy,Iop_INVALID,,,
VMOVDQU8,0x6F,EVEX,PFX_F2,ESC_0F,W0,W_8,FullVectorMem,MASK_FULL,,E4nb,rG,rmE,,,,Ity_V256,Ity_V256,,,,m_Copy,Iop_INVALID,,,
VMOVDQU8,0x6F,EVEX,PFX_F2,ESC_0F,W0,W_8,FullVectorMem,MASK_FULL,,E4nb,rG,rmE,,,,Ity_V512,Ity_V512,,,,m_Copy,Iop_INVALID,,,
VMOVDQU16,0x6F,EVEX,PFX_F2,ESC_0F,W1,W_16,FullVectorMem,MASK_FULL,,E4nb,rG,rmE,,,,Ity_V128,Ity_V128,,,,m_Copy,Iop_INVALID,,,
VMOVDQU16,0x6F,EVEX,PFX_F2,ESC_0F,W1,W_16,FullVectorMem,MASK_FULL,,E4nb,rG,rmE,,,,Ity_V256,Ity_V256,,,,m_Copy,Iop_INVALID,,,
VMOVDQU16,0x6F,EVEX,PFX_F2,ESC_0F,W1,W_16,FullVectorMem,MASK_FULL,,E4nb,rG,rmE,,,,Ity_V512,Ity_V512,,,,m_Copy,Iop_INVALID,,,
VMOVDQU32,0x6F,EVEX,PFX_F3,ESC_0F,W0,W_32,FullVectorMem,MASK_FULL,,E4nb,rG,rmE,,,,Ity_V128,Ity_V128,,,,m_Copy,Iop_INVALID,,,
VMOVDQU32,0x6F,EVEX,PFX_F3,ESC_0F,W0,W_32,FullVectorMem,MASK_FULL,,E4nb,rG,rmE,,,,Ity_V256,Ity_V256,,,,m_Copy,Iop_INVALID,,,
VMOVDQU32,0x6F,EVEX,PFX_F3,ESC_0F,W0,W_32,FullVectorMem,MASK_FULL,,E4nb,rG,rmE,,,,Ity_V512,Ity_V512,,,,m_Copy,Iop_INVALID,,,
VMOVDQU64,0x6F,EVEX,PFX_F3,ESC_0F,W1,W_64,FullVectorMem,MASK_FULL,,E4nb,rG,rmE,,,,Ity_V128,Ity_V128,,,,m_Copy,Iop_INVALID,,,
VMOVDQU64,0x6F,EVEX,PFX_F3,ESC_0F,W1,W_64,FullVectorMem,MASK_FULL,,E4nb,rG,rmE,,,,Ity_V256,Ity_V256,,,,m_Copy,Iop_INVALID,,,
VMOVDQU64,0x6F,EVEX,PFX_F3,ESC_0F,W1,W_64,FullVectorMem,MASK_FULL,,E4nb,rG,rmE,,,,Ity_V512,Ity_V512,,,,m_Copy,Iop_INVALID,,,
VPSHUFD,0x70,EVEX,PFX_66,ESC_0F,W0,W_32,FullVector,MASK_FULL,,E4NF,rG,rE,imm8,,,Ity_V128,Ity_V128,Ity_I8,,,m_PSHUFD,Iop_INVALID,1,,
VPSHUFD,0x70,EVEX,PFX_66,ESC_0F,W0,W_32,FullVector,MASK_FULL,,E4NF,rG,rE,imm8,,,Ity_V256,Ity_V256,Ity_I8,,,m_PSHUFD,Iop_INVALID,2,,
VPSHUFD,0x70,EVEX,PFX_66,ESC_0F,W0,W_32,FullVector,MASK_FULL,,E4NF,rG,rE,imm8,,,Ity_V512,Ity_V512,Ity_I8,,,m_PSHUFD,Iop_INVALID,4,,
VPSHLDW,0x70,EVEX,PFX_66,ESC_0F3A,W1,W_16,FullVectorMem,MASK_FULL,,,rG,rV,rmE,imm8,,Ity_V128,Ity_V128,Ity_V128,Ity_I8,,NULL,Iop_VPSHLDW_128,1,,
VPSHLDW,0x70,EVEX,PFX_66,ESC_0F3A,W1,W_16,FullVectorMem,MASK_FULL,,,rG,rV,rmE,imm8,,Ity_V256,Ity_V256,Ity_V256,Ity_I8,,NULL,Iop_VPSHLDW_128,2,,
VPSHLDW,0x70,EVEX,PFX_66,ESC_0F3A,W1,W_16,FullVectorMem,MASK_FULL,,,rG,rV,rmE,imm8,,Ity_V512,Ity_V512,Ity_V512,Ity_I8,,NULL,Iop_VPSHLDW_128,4,,
VPSHUFLW,0x70,EVEX,PFX_F2,ESC_0F,WIG,W_16,FullVectorMem,MASK_FULL,,E4NFnb,rG,rmE,imm8,,,Ity_V128,Ity_V128,Ity_I8,,,m_PSHUFLW,Iop_INVALID,1,,
VPSHUFLW,0x70,EVEX,PFX_F2,ESC_0F,WIG,W_16,FullVectorMem,MASK_FULL,,E4NFnb,rG,rmE,imm8,,,Ity_V256,Ity_V256,Ity_I8,,,m_PSHUFLW,Iop_INVALID,2,,
VPSHUFLW,0x70,EVEX,PFX_F2,ESC_0F,WIG,W_16,FullVectorMem,MASK_FULL,,E4NFnb,rG,rmE,imm8,,,Ity_V512,Ity_V512,Ity_I8,,,m_PSHUFLW,Iop_INVALID,4,,
VPSHUFHW,0x70,EVEX,PFX_F3,ESC_0F,WIG,W_16,FullVectorMem,MASK_FULL,,E4NFnb,rG,rmE,imm8,,,Ity_V128,Ity_V128,Ity_I8,,,m_PSHUFHW,Iop_INVALID,1,,
VPSHUFHW,0x70,EVEX,PFX_F3,ESC_0F,WIG,W_16,FullVectorMem,MASK_FULL,,E4NFnb,rG,rmE,imm8,,,Ity_V256,Ity_V256,Ity_I8,,,m_PSHUFHW,Iop_INVALID,2,,
VPSHUFHW,0x70,EVEX,PFX_F3,ESC_0F,WIG,W_16,FullVectorMem,MASK_FULL,,E4NFnb,rG,rmE,imm8,,,Ity_V512,Ity_V512,Ity_I8,,,m_PSHUFHW,Iop_INVALID,4,,
VPSRLW,0x71,EVEX,PFX_66,ESC_0F,WIG,W_16,FullVectorMem,MASK_FULL,/2,E4nb,rV,rmE,imm8,,,Ity_V128,Ity_V128,Ity_I8,,,NULL,Iop_INVALID,,1,
VPSRLW,0x71,EVEX,PFX_66,ESC_0F,WIG,W_16,FullVectorMem,MASK_FULL,/2,E4nb,rV,rmE,imm8,,,Ity_V256,Ity_V256,Ity_I8,,,NULL,Iop_INVALID,,1,
VPSRLW,0x71,EVEX,PFX_66,ESC_0F,WIG,W_16,FullVectorMem,MASK_FULL,/2,E4nb,rV,rmE,imm8,,,Ity_V512,Ity_V512,Ity_I8,,,NULL,Iop_INVALID,,1,
VPSRAW,0x71,EVEX,PFX_66,ESC_0F,WIG,W_16,FullVectorMem,MASK_FULL,/4,E4nb,rV,rmE,imm8,,,Ity_V128,Ity_V128,Ity_I8,,,NULL,Iop_INVALID,,2,
VPSRAW,0x71,EVEX,PFX_66,ESC_0F,WIG,W_16,FullVectorMem,MASK_FULL,/4,E4nb,rV,rmE,imm8,,,Ity_V256,Ity_V256,Ity_I8,,,NULL,Iop_INVALID,,2,
VPSRAW,0x71,EVEX,PFX_66,ESC_0F,WIG,W_16,FullVectorMem,MASK_FULL,/4,E4nb,rV,rmE,imm8,,,Ity_V512,Ity_V512,Ity_I8,,,NULL,Iop_INVALID,,2,
VPSLLW,0x71,EVEX,PFX_66,ESC_0F,WIG,W_16,FullVectorMem,MASK_FULL,/6,E4nb,rV,rmE,imm8,,,Ity_V128,Ity_V128,Ity_I8,,,NULL,Iop_INVALID,,0,
VPSLLW,0x71,EVEX,PFX_66,ESC_0F,WIG,W_16,FullVectorMem,MASK_FULL,/6,E4nb,rV,rmE,imm8,,,Ity_V256,Ity_V256,Ity_I8,,,NULL,Iop_INVALID,,0,
VPSLLW,0x71,EVEX,PFX_66,ESC_0F,WIG,W_16,FullVectorMem,MASK_FULL,/6,E4nb,rV,rmE,imm8,,,Ity_V512,Ity_V512,Ity_I8,,,NULL,Iop_INVALID,,0,
VPSHLDVD,0x71,EVEX,PFX_66,ESC_0F3A,W0,W_32,FullVectorMem,MASK_FULL,,,rG,rV,rmE,imm8,,Ity_V128,Ity_V128,Ity_V128,Ity_I8,,NULL,Iop_VPSHLDVD_128,1,,
VPSHLDVD,0x71,EVEX,PFX_66,ESC_0F3A,W0,W_32,FullVectorMem,MASK_FULL,,,rG,rV,rmE,imm8,,Ity_V256,Ity_V256,Ity_V256,Ity_I8,,NULL,Iop_VPSHLDVD_128,2,,
VPSHLDVD,0x71,EVEX,PFX_66,ESC_0F3A,W0,W_32,FullVectorMem,MASK_FULL,,,rG,rV,rmE,imm8,,Ity_V512,Ity_V512,Ity_V512,Ity_I8,,NULL,Iop_VPSHLDVD_128,4,,
VPSHLDVQ,0x71,EVEX,PFX_66,ESC_0F3A,W1,W_64,FullVectorMem,MASK_FULL,,,rG,rV,rmE,imm8,,Ity_V128,Ity_V128,Ity_V128,Ity_I8,,NULL,Iop_VPSHLDVQ_128,1,,
VPSHLDVQ,0x71,EVEX,PFX_66,ESC_0F3A,W1,W_64,FullVectorMem,MASK_FULL,,,rG,rV,rmE,imm8,,Ity_V256,Ity_V256,Ity_V256,Ity_I8,,NULL,Iop_VPSHLDVQ_128,2,,
VPSHLDVQ,0x71,EVEX,PFX_66,ESC_0F3A,W1,W_64,FullVectorMem,MASK_FULL,,,rG,rV,rmE,imm8,,Ity_V512,Ity_V512,Ity_V512,Ity_I8,,NULL,Iop_VPSHLDVQ_128,4,,
VPRORD,0x72,EVEX,PFX_66,ESC_0F,W0,W_32,FullVector,MASK_FULL,/0,E4,rV,rmE,imm8,,,Ity_V128,Ity_V128,Ity_I8,,,m_RotateRight32,Iop_INVALID,4,,
VPRORD,0x72,EVEX,PFX_66,ESC_0F,W0,W_32,FullVector,MASK_FULL,/0,E4,rV,rmE,imm8,,,Ity_V256,Ity_V256,Ity_I8,,,m_RotateRight32,Iop_INVALID,8,,
VPRORD,0x72,EVEX,PFX_66,ESC_0F,W0,W_32,FullVector,MASK_FULL,/0,E4,rV,rmE,imm8,,,Ity_V512,Ity_V512,Ity_I8,,,m_RotateRight32,Iop_INVALID,16,,
VPROLD,0x72,EVEX,PFX_66,ESC_0F,W0,W_32,FullVector,MASK_FULL,/1,E4,rV,rmE,imm8,,,Ity_V128,Ity_V128,Ity_I8,,,m_RotateLeft32,Iop_INVALID,4,,
VPROLD,0x72,EVEX,PFX_66,ESC_0F,W0,W_32,FullVector,MASK_FULL,/1,E4,rV,rmE,imm8,,,Ity_V256,Ity_V256,Ity_I8,,,m_RotateLeft32,Iop_INVALID,8,,
VPROLD,0x72,EVEX,PFX_66,ESC_0F,W0,W_32,FullVector,MASK_FULL,/1,E4,rV,rmE,imm8,,,Ity_V512,Ity_V512,Ity_I8,,,m_RotateLeft32,Iop_INVALID,16,,
VPSRLD,0x72,EVEX,PFX_66,ESC_0F,W0,W_32,FullVector,MASK_FULL,/2,E4,rV,rmE,imm8,,,Ity_V128,Ity_V128,Ity_I8,,,NULL,Iop_INVALID,,1,
VPSRLD,0x72,EVEX,PFX_66,ESC_0F,W0,W_32,FullVector,MASK_FULL,/2,E4,rV,rmE,imm8,,,Ity_V256,Ity_V256,Ity_I8,,,NULL,Iop_INVALID,,1,
VPSRLD,0x72,EVEX,PFX_66,ESC_0F,W0,W_32,FullVector,MASK_FULL,/2,E4,rV,rmE,imm8,,,Ity_V512,Ity_V512,Ity_I8,,,NULL,Iop_INVALID,,1,
VPSRAD,0x72,EVEX,PFX_66,ESC_0F,W0,W_32,FullVector,MASK_FULL,/4,E4,rV,rmE,imm8,,,Ity_V128,Ity_V128,Ity_I8,,,NULL,Iop_INVALID,,2,
VPSRAD,0x72,EVEX,PFX_66,ESC_0F,W0,W_32,FullVector,MASK_FULL,/4,E4,rV,rmE,imm8,,,Ity_V256,Ity_V256,Ity_I8,,,NULL,Iop_INVALID,,2,
VPSRAD,0x72,EVEX,PFX_66,ESC_0F,W0,W_32,FullVector,MASK_FULL,/4,E4,rV,rmE,imm8,,,Ity_V512,Ity_V512,Ity_I8,,,NULL,Iop_INVALID,,2,
VPSLLD,0x72,EVEX,PFX_66,ESC_0F,W0,W_32,FullVector,MASK_FULL,/6,E4,rV,rmE,imm8,,,Ity_V128,Ity_V128,Ity_I8,,,NULL,Iop_INVALID,,0,
VPSLLD,0x72,EVEX,PFX_66,ESC_0F,W0,W_32,FullVector,MASK_FULL,/6,E4,rV,rmE,imm8,,,Ity_V256,Ity_V256,Ity_I8,,,NULL,Iop_INVALID,,0,
VPSLLD,0x72,EVEX,PFX_66,ESC_0F,W0,W_32,FullVector,MASK_FULL,/6,E4,rV,rmE,imm8,,,Ity_V512,Ity_V512,Ity_I8,,,NULL,Iop_INVALID,,0,
VPRORQ,0x72,EVEX,PFX_66,ESC_0F,W1,W_64,FullVector,MASK_FULL,/0,E4,rV,rmE,imm8,,,Ity_V128,Ity_V128,Ity_I8,,,m_RotateRight64,Iop_INVALID,2,,
VPRORQ,0x72,EVEX,PFX_66,ESC_0F,W1,W_64,FullVector,MASK_FULL,/0,E4,rV,rmE,imm8,,,Ity_V256,Ity_V256,Ity_I8,,,m_RotateRight64,Iop_INVALID,4,,
VPRORQ,0x72,EVEX,PFX_66,ESC_0F,W1,W_64,FullVector,MASK_FULL,/0,E4,rV,rmE,imm8,,,Ity_V512,Ity_V512,Ity_I8,,,m_RotateRight64,Iop_INVALID,8,,
VPROLQ,0x72,EVEX,PFX_66,ESC_0F,W1,W_64,FullVector,MASK_FULL,/1,E4,rV,rmE,imm8,,,Ity_V128,Ity_V128,Ity_I8,,,m_RotateLeft64,Iop_INVALID,2,,
VPROLQ,0x72,EVEX,PFX_66,ESC_0F,W1,W_64,FullVector,MASK_FULL,/1,E4,rV,rmE,imm8,,,Ity_V256,Ity_V256,Ity_I8,,,m_RotateLeft64,Iop_INVALID,4,,
VPROLQ,0x72,EVEX,PFX_66,ESC_0F,W1,W_64,FullVector,MASK_FULL,/1,E4,rV,rmE,imm8,,,Ity_V512,Ity_V512,Ity_I8,,,m_RotateLeft64,Iop_INVALID,8,,
VPSRAQ,0x72,EVEX,PFX_66,ESC_0F,W1,W_64,FullVector,MASK_FULL,/4,E4,rV,rmE,imm8,,,Ity_V128,Ity_V128,Ity_I8,,,NULL,Iop_INVALID,,2,
VPSRAQ,0x72,EVEX,PFX_66,ESC_0F,W1,W_64,FullVector,MASK_FULL,/4,E4,rV,rmE,imm8,,,Ity_V256,Ity_V256,Ity_I8,,,NULL,Iop_INVALID,,2,
VPSRAQ,0x72,EVEX,PFX_66,ESC_0F,W1,W_64,FullVector,MASK_FULL,/4,E4,rV,rmE,imm8,,,Ity_V512,Ity_V512,Ity_I8,,,NULL,Iop_INVALID,,2,
VPSHRDVW,0x72,EVEX,PFX_66,ESC_0F38,W1,W_16,FullVectorMem,MASK_FULL,,,rG,rV,rmE,imm8,,Ity_V128,Ity_V128,Ity_V128,Ity_I8,,NULL,Iop_VPSHRDVW_128,1,,
VPSHRDVW,0x72,EVEX,PFX_66,ESC_0F38,W1,W_16,FullVectorMem,MASK_FULL,,,rG,rV,rmE,imm8,,Ity_V256,Ity_V256,Ity_V256,Ity_I8,,NULL,Iop_VPSHRDVW_128,2,,
VPSHRDVW,0x72,EVEX,PFX_66,ESC_0F38,W1,W_16,FullVectorMem,MASK_FULL,,,rG,rV,rmE,imm8,,Ity_V512,Ity_V512,Ity_V512,Ity_I8,,NULL,Iop_VPSHRDVW_128,4,,
VPSHRDW,0x72,EVEX,PFX_66,ESC_0F3A,W1,W_16,FullVectorMem,MASK_FULL,,,rG,rV,rmE,imm8,,Ity_V128,Ity_V128,Ity_V128,Ity_I8,,NULL,Iop_VPSHRDW_128,1,,
VPSHRDW,0x72,EVEX,PFX_66,ESC_0F3A,W1,W_16,FullVectorMem,MASK_FULL,,,rG,rV,rmE,imm8,,Ity_V256,Ity_V256,Ity_V256,Ity_I8,,NULL,Iop_VPSHRDW_128,2,,
VPSHRDW,0x72,EVEX,PFX_66,ESC_0F3A,W1,W_16,FullVectorMem,MASK_FULL,,,rG,rV,rmE,imm8,,Ity_V512,Ity_V512,Ity_V512,Ity_I8,,NULL,Iop_VPSHRDW_128,4,,
VCVTNE2PS2BF16,0x72,EVEX,PFX_F2,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,,rG,rV,rmE,,,Ity_V128,Ity_V128,Ity_V128,,,m_ConvertF16x2toF32,Iop_INVALID,1,,
VCVTNE2PS2BF16,0x72,EVEX,PFX_F2,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,,rG,rV,rmE,,,Ity_V256,Ity_V256,Ity_V256,,,m_ConvertF16x2toF32,Iop_INVALID,2,,
VCVTNE2PS2BF16,0x72,EVEX,PFX_F2,ESC_0F38,W0,W_32,FullVector,MASK_FULL,,,rG,rV,rmE,,,Ity_V512,Ity_V512,Ity_V512,,,m_ConvertF16x2toF32,Iop_INVALID,4,,
VPSRLQ,0x73,EVEX,PFX_66,ESC_0F,W1,W_64,FullVector,MASK_FULL,/2,E4,rV,rmE,imm8,,,Ity_V128,Ity_V128,Ity_I8,,,NULL,Iop_INVALID,,1,
VPSRLQ,0x73,EVEX,PFX_66,ESC_0F,W1,W_64,FullVector,MASK_FULL,/2,E4,rV,rmE,imm8,,,Ity_V256,Ity_V256,Ity_I8,,,NULL,Iop_INVALID,,1,
VPSRLQ,0x73,EVEX,PFX_66,ESC_0F,W1,W_64,FullVector,MASK_FULL,/2,E4,rV,rmE,imm8,,,Ity_V512,Ity_V512,Ity_I8,,,NULL,Iop_INVALID,,1,
VPSRLDQ,0x73,EVEX,PFX_66,ESC_0F,WIG,W_64,FullVectorMem,MASK_NONE,/3,E4NFnb,rV,rmE,imm8,,,Ity_V128,Ity_V128,Ity_I8,,,NULL,Iop_ShrV128,1,,LEGACY_IR
VPSRLDQ,0x73,EVEX,PFX_66,ESC_0F,WIG,W_64,FullVectorMem,MASK_NONE,/3,E4NFnb,rV,rmE,imm8,,,Ity_V256,Ity_V256,Ity_I8,,,NULL,Iop_ShrV128,2,,LEGACY_IR
VPSRLDQ,0x73,EVEX,PFX_66,ESC_0F,WIG,W_64,FullVectorMem,MASK_NONE,/3,E4NFnb,rV,rmE,imm8,,,Ity_V512,Ity_V512,Ity_I8,,,NULL,Iop_ShrV128,4,,LEGACY_IR
VPSLLQ,0x73,EVEX,PFX_66,ESC_0F,W1,W_64,FullVector,MASK_FULL,/6,E4,rV,rmE,imm8,,,Ity_V128,Ity_V128,Ity_I8,,,NULL,Iop_INVALID,,0,
VPSLLQ,0x73,EVEX,PFX_66,ESC_0F,W1,W_64,FullVector,MASK_FULL,/6,E4,rV,rmE,imm8,,,Ity_V256,Ity_V256,Ity_I8,,,NULL,Iop_INVALID,,0,
VPSLLQ,0x73,EVEX,PFX_66,ESC_0F,W1,W_64,FullVector,MASK_FULL,/6,E4,rV,rmE,imm8,,,Ity_V512,Ity_V512,Ity_I8,,,NULL,Iop_INVALID,,0,
VPSLLDQ,0x73,EVEX,PFX_66,ESC_0F,W1,W_64,FullVectorMem,MASK_NONE,/7,E4NFnb,rV,rmE,imm8,,,Ity_V128,Ity_V128,Ity_I8,,,NULL,Iop_ShlV128,1,,LEGACY_IR
VPSLLDQ,0x73,EVEX,PFX_66,ESC_0F,W1,W_64,FullVectorMem,MASK_NONE,/7,E4NFnb,rV,rmE,imm8,,,Ity_V256,Ity_V256,Ity_I8,,,NULL,Iop_ShlV128,2,,LEGACY_IR
VPSLLDQ,0x73,EVEX,PFX_66,ESC_0F,W1,W_64,FullVectorMem,MASK_NONE,/7,E4NFnb,rV,rmE,imm8,,,Ity_V512,Ity_V512,Ity_I8,,,NULL,Iop_ShlV128,4,,LEGACY_IR
VPSHRDVD,0x73,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVectorMem,MASK_FULL,,,rG,rV,rmE,imm8,,Ity_V128,Ity_V128,Ity_V128,Ity_I8,,NULL,Iop_VPSHRDVD_128,1,,
VPSHRDVD,0x73,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVectorMem,MASK_FULL,,,rG,rV,rmE,imm8,,Ity_V256,Ity_V256,Ity_V256,Ity_I8,,NULL,Iop_VPSHRDVD_128,2,,
VPSHRDVD,0x73,EVEX,PFX_66,ESC_0F38,W0,W_32,FullVectorMem,MASK_FULL,,,rG,rV,rmE,imm8,,Ity_V512,Ity_V512,Ity_V512,Ity_I8,,NULL,Iop_VPSHRDVD_128,4,,
VPSHRDD,0x73,EVEX,PFX_66,ESC_0F3A,W0,W_32,FullVectorMem,MASK_FULL,,,rG,rV,rmE,imm8,,Ity_V128,Ity_V128,Ity_V128,Ity_I8,,NULL,Iop_VPSHRDD_128,1,,
VPSHRDD,0x73,EVEX,PFX_66,ESC_0F3A,W0,W_32,FullVectorMem,MASK_FULL,,,rG,rV,rmE,imm8,,Ity_V256,Ity_V256,Ity_V256,Ity_I8,,NULL,Iop_VPSHRDD_128,2,,
VPSHRDD,0x73,EVEX,PFX_66,ESC_0F3A,W0,W_32,FullVectorMem,MASK_FULL,,,rG,rV,rmE,imm8,,Ity_V512,Ity_V512,Ity_V512,Ity_I8,,NULL,Iop_VPSHRDD_128,4,,
VPSHRDVQ,0x73,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVectorMem,MASK_FULL,,,rG,rV,rmE,imm8,,Ity_V128,Ity_V128,Ity_V128,Ity_I8,,NULL,Iop_VPSHRDVQ_128,1,,
VPSHRDVQ,0x73,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVectorMem,MASK_FULL,,,rG,rV,rmE,imm8,,Ity_V256,Ity_V256,Ity_V256,Ity_I8,,NULL,Iop_VPSHRDVQ_128,2,,
VPSHRDVQ,0x73,EVEX,PFX_66,ESC_0F38,W1,W_64,FullVectorMem,MASK_FULL,,,rG,rV,rmE,imm8,,Ity_V512,Ity_V512,Ity_V512,Ity_I8,,NULL,Iop_VPSHRDVQ_128,4,,
